sensor_id,timestamp,value
0,1636627206,187
0,1636627209,187
0,1636627212,187
0,1636627215,187
0,1636627218,187
0,1636627221,187
0,1636627224,187
0,1636627227,187
0,1636627230,187
0,1636627233,187
0,1636627236,187
0,1636627239,187
0,1636627242,187
0,1636627245,187
0,1636627248,187
0,1636627251,188
0,1636627254,188
0,1636627257,187
0,1636627260,187
0,1636627263,187
0,1636627266,187
0,1636627269,187
0,1636627272,187
0,1636627275,187
0,1636627278,187
0,1636627281,187
0,1636627284,187
0,1636627287,187
0,1636627290,187
0,1636627293,187
0,1636627296,187
0,1636627299,187
0,1636627302,187
0,1636627305,187
0,1636627308,187
0,1636627311,187
0,1636627314,188
0,1636627317,188
0,1636627320,188
0,1636627323,188
0,1636627326,187
0,1636627329,188
0,1636627332,187
0,1636627335,188
0,1636627338,188
0,1636627341,188
0,1636627344,187
0,1636627347,187
0,1636627350,187
0,1636627353,187
0,1636627356,187
0,1636627359,187
0,1636627362,188
0,1636627365,188
0,1636627368,188
0,1636627371,188
0,1636627375,189
0,1636627378,188
0,1636627381,188
0,1636627384,187
0,1636627387,188
0,1636627390,188
0,1636627393,188
0,1636627396,188
0,1636627399,188
0,1636627402,187
0,1636627405,188
0,1636627408,188
0,1636627411,188
0,1636627414,188
0,1636627417,188
0,1636627420,188
0,1636627423,188
0,1636627426,188
0,1636627429,188
0,1636627432,188
0,1636627435,188
0,1636627438,188
0,1636627441,188
0,1636627444,188
0,1636627447,188
0,1636627450,188
0,1636627453,188
0,1636627456,188
0,1636627459,188
0,1636627462,188
0,1636627465,188
0,1636627468,188
0,1636627471,188
0,1636627474,188
0,1636627477,187
0,1636627480,187
0,1636627483,187
0,1636627486,188
0,1636627489,188
0,1636627492,188
0,1636627495,188
0,1636627498,188
0,1636627501,188
0,1636627504,188
0,1636627507,188
0,1636627510,188
0,1636627513,188
0,1636627516,188
0,1636627519,188
0,1636627522,188
0,1636627525,188
0,1636627528,187
0,1636627531,187
0,1636627534,187
0,1636627537,187
0,1636627540,187
