sensor_id,timestamp,value
0,1636630924,184
0,1636630927,184
0,1636630930,183
0,1636630933,183
0,1636630936,184
0,1636630939,184
0,1636630942,184
0,1636630945,184
0,1636630948,184
0,1636630951,184
0,1636630954,184
0,1636630957,184
0,1636630960,184
0,1636630963,184
0,1636630966,183
0,1636630969,184
0,1636630972,183
0,1636630975,184
0,1636630978,184
0,1636630981,184
0,1636630984,184
0,1636630987,184
0,1636630990,184
0,1636630993,184
0,1636630996,184
0,1636630999,184
0,1636631002,184
0,1636631005,184
0,1636631008,184
0,1636631011,184
0,1636631014,184
0,1636631017,184
0,1636631020,184
0,1636631023,184
0,1636631026,184
0,1636631029,183
0,1636631032,183
0,1636631035,184
0,1636631038,184
0,1636631041,184
0,1636631044,184
0,1636631047,184
0,1636631050,184
0,1636631053,184
0,1636631056,184
0,1636631059,184
0,1636631062,184
0,1636631065,184
0,1636631068,184
0,1636631071,184
0,1636631074,183
0,1636631077,184
0,1636631080,184
0,1636631083,184
0,1636631086,184
0,1636631089,184
0,1636631093,185
0,1636631096,184
0,1636631099,184
0,1636631102,184
0,1636631105,184
0,1636631108,184
0,1636631111,184
0,1636631114,184
0,1636631117,184
0,1636631120,184
0,1636631123,183
0,1636631126,184
0,1636631129,183
0,1636631132,183
0,1636631135,183
0,1636631138,183
0,1636631141,183
0,1636631144,184
0,1636631147,184
0,1636631150,184
0,1636631153,184
0,1636631156,183
0,1636631159,183
0,1636631162,184
0,1636631165,183
0,1636631168,183
0,1636631171,184
0,1636631174,184
0,1636631177,184
0,1636631180,184
0,1636631183,183
0,1636631186,183
0,1636631189,183
0,1636631192,183
0,1636631195,183
0,1636631198,183
0,1636631201,183
0,1636631204,183
0,1636631207,184
0,1636631210,184
0,1636631213,184
0,1636631216,184
0,1636631219,184
0,1636631222,184
0,1636631225,184
0,1636631228,184
0,1636631231,184
0,1636631234,183
0,1636631237,184
0,1636631240,184
0,1636631243,184
0,1636631246,184
0,1636631249,183
0,1636631252,184
0,1636631255,184
0,1636631258,184
